:ID,:LABEL,namespace:string,bel:string,name:string,involved_other:string
12077,BiologicalProcess,GO,"bp(GO:""neuron apoptotic process"")",neuron apoptotic process,neuron apoptotic process
12078,BiologicalProcess,GO,"bp(GO:""learning or memory"")",learning or memory,learning or memory
12079,BiologicalProcess,GO,"bp(GO:""superoxide metabolic process"")",superoxide metabolic process,superoxide metabolic process
12080,BiologicalProcess,MESH,"bp(MESH:""DNA Damage"")",DNA Damage,DNA Damage
12081,BiologicalProcess,GO,"bp(GO:""cellular response to stress"")",cellular response to stress,cellular response to stress
12082,BiologicalProcess,GO,"bp(GO:""histone H3 acetylation"")",histone H3 acetylation,histone H3 acetylation
12083,BiologicalProcess,GO,"bp(GO:""pentose-phosphate shunt"")",pentose-phosphate shunt,pentose-phosphate shunt
12084,BiologicalProcess,MESH,"bp(MESH:""Immunity, Cellular"")","Immunity, Cellular","Immunity, Cellular"
12085,BiologicalProcess,GO,"bp(GO:""neurotransmitter secretion"")",neurotransmitter secretion,neurotransmitter secretion
12086,BiologicalProcess,MESH,"bp(MESH:""Neutrophil Infiltration"")",Neutrophil Infiltration,Neutrophil Infiltration
12087,BiologicalProcess,GO,"bp(GO:""cellular protein catabolic process"")",cellular protein catabolic process,cellular protein catabolic process
12088,BiologicalProcess,GO,"bp(GO:""protein polyubiquitination"")",protein polyubiquitination,protein polyubiquitination
12089,BiologicalProcess,GO,"bp(GO:""clathrin coat disassembly"")",clathrin coat disassembly,clathrin coat disassembly
12090,BiologicalProcess,GO,"bp(GO:""inhibitory chemical synaptic transmission"")",inhibitory chemical synaptic transmission,inhibitory chemical synaptic transmission
12091,BiologicalProcess,MESH,"bp(MESH:""Phagocytosis"")",Phagocytosis,Phagocytosis
12092,BiologicalProcess,GO,"bp(GO:""cellular response to starvation"")",cellular response to starvation,cellular response to starvation
12093,BiologicalProcess,MESHPP,"bp(MESHPP:""body composition"")",body composition,body composition
12094,BiologicalProcess,MESHPP,"bp(MESHPP:""physical performance"")",physical performance,physical performance
12095,BiologicalProcess,MESH,"bp(MESH:""immunity"")",immunity,immunity
