:ID,:LABEL,table_link:string,label:string,db_id:string,indication:string,cas_number:string
22405,Drug,1880X1858,Trimebutine,,Indicated for symptomatic treatment of irritable bowel syndrome (IBS) and treatment of postoperative paralytic ileus following abdominal surgery.,39133-31-8
22406,Drug,1881X1625,Ivermectin,DB00602,"For the treatment of intestinal (i.e., nondisseminated) strongyloidiasis due to the nematode parasite <i>Strongyloides stercoralis</i>. Also for the treatment of onchocerciasis (river blindness) due to the nematode parasite <i>Onchocerca volvulus</i>. Can be used to treat scabies caused by <i>Sarcoptes scabiei</i>.",70288-86-7
22407,Drug,2250X1778,Lasofoxifene,,"Investigated for use/treatment in postmenopausal osteoporosis to reduce the risk of both vertebral and novertebral fractures, as well as address other postmenopausal conditions, including reduction in risk of breast cancer and treatment of vulvar and vaginal atrophy (VVA)",180916-16-9
22408,Drug,2250X1857,Atosiban,,Atosiban is indicated for use in delaying imminent pre-term birth in pregnant adult women with:     - regular uterine contractions of at least 30 s duration at a rate of at least 4 per 30 min  - a cervical dilation of 1-3 cm (0-3 for nulliparas) and effacement of  at least 50%  - a gestational age from 24-33 completed weeks  - a normal fetal heart rate,90779-69-4
22409,Drug,2251X1655,Pheniramine,,Pheniramine is an antihistamine used to treat allergic conditions such as hay fever or urticaria.,86-21-5
22410,Drug,2251X1850,Nandrolone decanoate,,"For the treatment of refractory deficient red cell production anemias, breast carcinoma, hereditary angioedema, antithrombin III deficiency, fibrinogen excess, growth failure and Turner's syndrome. It is also indicated in the prophylaxis of hereditary angioedema.",360-70-3
22411,Drug,2252X1617,Alfuzosin,DB00346,"For the reduction of urinary obstruction and relief of associated manifestations (eg. sensation of incomplete bladder emptying or straining, urgency, interrupted or weak stream) in patients with symptomatic beningn prostatic hyperplasia.",81403-80-7
22412,Drug,2252X1856,Aliskiren,DB09026,"For the treatment of hypertension, to lower blood pressure.",173334-57-1
22413,Drug,2253X1622,Dextrothyroxine,DB00509,Used to lower high cholesterol levels in the blood.,51-49-0
22414,Drug,2253X1851,Ellagic Acid,DB08846,"Ellagic acid is being investigated for use in follicular lymphoma, brain injury in intrauterine growth restricted babies, obese adolescents, and solar lentigines.",476-66-4
22415,Drug,2254X1617,Nitisinone,DB00348,Used as an adjunct to dietary restriction of tyrosine and phenylalanine in the treatment of hereditary tyrosinemia type 1.,104206-65-7
22416,Drug,2255X1786,Odanacatib,,Investigated for use/treatment in osteoporosis [A19388].,603139-19-1
22417,Drug,2255X1856,Secukinumab,,For the treatment of moderate to severe plaque psoriasis in patients that are candidates for systemic therapy or phototherapy.,1229022-83-6
22418,Drug,2256X1623,Pyridostigmine,DB00545,For the treatment of myasthenia gravis.,155-97-5
22419,Drug,2256X1790,Protokylol,,,136-70-9
22420,Drug,2257X1615,Conjugated estrogens,DB00286,"Conjugated Equine Estrogens (CEEs) are indicated for the following conditions: treatment of moderate to severe vasomotor symptoms and vulvovaginal atrophy associated with menopause; hypoestrogenism due to hypogonadism, castration or primary ovarian failure; palliation of metastatic breast cancer; palliation of advanced androgen-dependent carcinoma of the prostate; and for prevention of postmenopausal osteoporosis.",12126-59-9
22421,Drug,2257X1655,Pargyline,,For the treatment of moderate to severe hypertension.,555-57-7
22422,Drug,2257X1769,Gantacurium Chloride,,Investigated for use/treatment in anesthesia (unspecified).,213998-46-0
22423,Drug,2258X1612,Phentermine,DB00191,For the treatment and management of obesity.,122-09-8
22424,Drug,2258X1646,Glisoxepide,,For the treatment of diabetes mellitus type 2.,25046-79-1
22425,Drug,2259X1640,Fluvastatin,DB01095,"To be used as an adjunct to dietary therapy to prevent cardiovascular events. May be used as secondary prevention in patients with coronary heart disease (CHD) to reduce the risk of requiring coronary revascularization procedures, for reducing progression of coronary atherosclerosis in hypercholesterolemic patients with CHD, and for the treatment of primary hypercholesterolemia and mixed dyslidipidemia.",93957-54-1
22426,Drug,2259X1749,Tetrabenazine,,"Treatment of hyperkinetic movement disorders like chorea in Huntington's disease, hemiballismus, senile chorea, Tourette syndrome and other tic disorders, and tardive dyskinesia",58-46-8
22427,Drug,2260X1639,Isoprenaline,DB01064,For the treatment of mild or transient episodes of heart block that do not require electric shock or pacemaker therapy also used in management of asthma and chronic bronchitis,7683-59-2
22428,Drug,2261X1636,Desloratadine,DB00967,"For the relief of symptoms of seasonal allergic rhinitis, perennial (non-seasonal) allergic rhinitis. Desloratidine is also used for the sympomatic treatment of pruritus and urticaria (hives) associated with chronic idiopathic urticaria.",100643-71-8
22429,Drug,2261X1865,Kappadione,,"Anticoagulant-induced prothrombin deficiency caused by coumadin or indanedione derivatives,  prophylaxis and therapy of hemorrhagic disease of the newborn, hypoprothrombinemia due to antibacterial therapy,  hypoprothrombinemia secondary to factors limiting absorption or synthesis of vitamin K (for example, obstructive jaundice, biliary fistula, sprue, ulcerative colitis, celiac disease, intestinal resection, cystic fibrosis of the pancreas, and regional enteritis, other drug-induced hypoprothrombinemia where it is definitely shown that the result is due to interference with vitamin K metabolism) [L1545, L1546].",131-13-5
22430,Drug,2262X1626,Flurbiprofen,DB00712,"Flurbiprofen tablets are indicated for the acute or long-term symptomatic treatment of rheumatoid arthritis, osteorarthritis and anklosing spondylitis. It may also be used to treat pain associated with dysmenorrhea and mild to moderate pain accompanied by inflammation (e.g. bursitis, tendonitis, soft tissue trauma). Topical ophthalmic formulations may be used pre-operatively to prevent intraoperative miosis.",5104-49-4
22431,Drug,2262X1854,Pembrolizumab,,"Pembrolizumab is indicated for the treatment of:    -Patients with unresectable or metastatic melanoma.[FDA label]     -As a single therapy, pembrolizumab is indicated for first-line treatment of patients with metastatic non-small cell lung cancer whose tumors have high PD-L1 expression [(Tumor Proportion Score (TPS) ≥50%)] as determined by an FDA-approved test, with no EGFR or ALK genomic tumor aberrations.[F137]    -As a single therapy, pembrolizumab is indicated for first-line treatment of patients with metastatic non-small cell lung cancer whose tumors express PD-L1 (TPS ≥1%) as determined by an FDA-approved test, with disease progression on or after platinum-containing chemotherapy. Patients with EGFR or ALK genomic tumor aberrations should have disease progression on FDA-approved therapy for these aberrations prior to treatment.[F137]     The following indications present the status of accelerated approval based on tumor response rate and durability of the response and thus, the approval of this indications are contingent upon verification and description of clinical benefit in confirmatory trials.     -Patients with recurrent or metastatic cervical cancer with disease progression on or after chemotherapy whose tumors express PD-L1 (CPS > 1) as determined by an FDA-approved test.[L2955]    -In combination with pemetrexed and carboplatin, is indicated for the first-line treatment of patients with metastatic nonsquamous non-small cell lung cancer.[F137]    -Patients with recurrent or metastatic head and neck squamous cell carcinoma with disease progression on or after platinum-containing chemotherapy.[F137]    -Treatment of adults and pediatric patients with refractory classical Hodgkin lymphoma or who have relapsed after 3 or more prior lines of therapy.[F137]    -Treatment of adult and pediatric patients with refractory primary mediastinal large B-cell lymphoma or who have relapsed after 2 or more prior lines of therapy.[F137]    -Treatment of patients with locally advanced or metastatic urothelial carcinoma who are not eligible for cisplatin-containing chemotherapy.[F137]    -Patients with locally advanced or metastatic urothelial carcinoma who have disease progression during or following platinum-containing chemotherapy.[F137]    -Treatment of adult and pediatric patients with unresectable or metastatic microsatellite instability-high or mismatch repair deficient with solid tumors that have progressed following previous treatment and colorectal cancer that has progressed following treatment with fluoropyrimidine, oxaliplatin, and irinotecan.[F137]    -Patients with recurrent locally advanced or metastatic gastric or gastroesophageal junction adenocarcinoma whose tumors express PD-L1 (CPS >1) as determined by an FDA-approved test, with disease progression on or after two or more prior lines of therapy including fluoropyrimidine- and platinum-containing chemotherapy and if appropriate, HER2/neu-targeted therapy.[F137]",1374853-91-4
22432,Drug,2263X1619,Nabilone,DB00486,Nabilone is indicated for the treatment of the nausea and vomiting associated with cancer chemotherapy in patients who have failed to respond adequately to conventional antiemetic treatments. This restriction is required because a substantial proportion of any group of patients treated with Nabilone can be expected to experience disturbing psychotomimetic reactions not observed with other antiemetic agents.,51022-71-0
22433,Drug,2264X1619,Pefloxacin,DB00487,For the treatment of uncomplicated gonococcal urethritis in males and for gram-negative-bacterial infections in the gastrointestinal system and the genitourinary tract.,70458-92-3
22434,Drug,2265X1612,Carmustine,DB00262,"For the treatment of brain tumors, multiple myeloma, Hodgkin's disease and Non-Hodgkin's lymphomas.",154-93-8
22435,Drug,1866X1640,Selegiline,DB01037,"Monotherapy for initial treatment of Parkinson's disease, as well as an adjunct therapy in patients with a decreased response to levodopa/carbadopa. Also used for the palliative treatment of mild to moderate Alzheimer's disease and at higher doses, for the treatment of depression.",14611-51-9
22436,Drug,1867X1636,Zonisamide,DB00909,For use as adjunctive treatment of partial seizures in adults with epilepsy.,68291-97-4
22437,Drug,1867X1897,Calcium Phosphate,DB11348,"For use as an over the counter calcium and phosphate supplement, antacid, or a source of calcium and phosphate in toothpaste [FDA Label] [L851].",10103-46-5
22438,Drug,1868X1633,Meloxicam,DB00814,For symptomatic treatment of arthritis and osteoarthritis.,71125-38-7
22439,Drug,1868X1791,Hydroxyprogesterone caproate,,Hydroxyprogesterone caproate is indicated for the prevention of spontaneous preterm births in singleton pregnancies in women who have previously had a spontaneous preterm birth. (1),630-56-8
