:ID,:LABEL,namespace:string,species:float,involved_other:string,default:string,bel:string,name:string,involved_genes:string
13220,Activity,,9606.0,,,"act(complex(p(HGNC:""TAS1R2""),p(HGNC:""TAS1R3"")))",,TAS1R2;TAS1R3
13221,Activity,MESHPP,9606.0,Immunoreceptor Tyrosine-Based Inhibition Motif,,"act(p(HGNC:""SIGLEC15""),ma(MESHPP:""Immunoreceptor Tyrosine-Based Inhibition Motif""))",Immunoreceptor Tyrosine-Based Inhibition Motif,SIGLEC15
13222,Activity,,10116.0,,,"act(p(RGD:""Ghrhr""))",,Ghrhr
13223,Activity,,,Amyloid beta-Peptides,,"act(a(MESH:""Amyloid beta-Peptides""))",,
13224,Activity,,10116.0,,,"act(p(RGD:""Ntrk1""))",,Ntrk1
13225,Activity,,7227.0,,,"act(complex(p(FLYBASE:""Lkb1""),p(FLYBASE:""Mo25""),p(FLYBASE:""Stlk"")))",,Mo25;Stlk;Lkb1
13226,Activity,,10090.0,,cat,"act(p(MGI:""Bbox1""),ma(cat))",,Bbox1
13227,Activity,,7227.0,,cat,"act(p(FLYBASE:""Nos""),ma(cat))",,Nos
13228,Activity,,10116.0,,,"act(complex(p(RGD:""Nos3""),composite(p(RGD:""Calm1""),p(RGD:""Calm2""),p(RGD:""Calm3""),p(RGD:""Calml3""),p(RGD:""Calml4""),p(RGD:""Calml5"")),composite(p(RGD:""Cav1""),p(RGD:""Cav2""),p(RGD:""Cav3"")),composite(p(RGD:""Hsp90aa1""),p(RGD:""Hsp90ab1""),p(RGD:""Hsp90b1""),p(RGD:""LOC103692716""))))",,Cav3;Nos3;Cav2;Cav1;Calm3;Hsp90b1;Calm2;Hsp90ab1;Calm1;Hsp90aa1;Calml5;Calml3;Calml4;LOC103692716
13229,Activity,,9606.0,,,"act(complex(p(HGNC:""ITGA11""),p(HGNC:""ITGB1"")))",,ITGB1;ITGA11
13230,Activity,,,,kin,"act(p(SFAM:""PRKA Family""),ma(kin))",,PRKA Family
13231,Activity,,10090.0,,,"act(p(MGI:""Gcgr""))",,Gcgr
13232,Activity,,10090.0,,cat,"act(p(MGI:""B4galt4""),ma(cat))",,B4galt4
13233,Activity,,9606.0,,cat,"act(p(HGNC:""BTD""),ma(cat))",,BTD
13234,Activity,,10090.0,,cat,"act(p(MGI:""Acly""),ma(cat))",,Acly
13235,Activity,,7227.0,,cat,"act(p(FLYBASE:""CG10581""),ma(cat))",,CG10581
13236,Activity,,10090.0,,cat,"act(p(MGI:""Btd""),ma(cat))",,Btd
13237,Activity,,10090.0,,cat,"act(p(MGI:""Gch1""),ma(cat))",,Gch1
13238,Activity,,,Axons,,"act(a(MESH:""Axons""))",,
13239,Activity,,10090.0,,,"act(p(MGI:""Il33""))",,Il33
13240,Activity,,9606.0,,cat,"act(p(HGNC:""MMAB""),ma(cat))",,MMAB
13241,Activity,,10090.0,,,"act(p(MGI:""Atg3""))",,Atg3
13242,Activity,,9606.0,,,"act(p(HGNC:""TACR3""))",,TACR3
13243,Activity,,10090.0,,,"act(complex(p(MGI:""Tgfbr1""),composite(p(MGI:""Acvr2a""),p(MGI:""Acvr2b""))))",,Acvr2a;Acvr2b;Tgfbr1
13244,Activity,,9606.0,,,"act(complex(p(HGNC:""ITGA6""),p(HGNC:""ITGB1"")))",,ITGB1;ITGA6
13245,Activity,,9606.0,,,"act(p(HGNC:""NFKBIA""))",,NFKBIA
13246,Activity,,10090.0,,,"act(p(MGI:""Ptgir""))",,Ptgir
13247,Activity,,9606.0,,,"act(p(HGNC:""GABBR2""))",,GABBR2
13248,Activity,,10090.0,,cat,"act(p(MGI:""Gatm""),ma(cat))",,Gatm
13249,Activity,,9606.0,,cat,"act(p(HGNC:""MGAT2""),ma(cat))",,MGAT2
13250,Activity,,10090.0,,cat,"act(p(MGI:""Sc5d""),ma(cat))",,Sc5d
13251,Activity,,9606.0,,,"act(p(HGNC:""SIPA1""))",,SIPA1
13252,Activity,,10090.0,,cat,"act(p(MGI:""Hagh""),ma(cat))",,Hagh
13253,Activity,,10090.0,,cat,"act(p(MGI:""Srm""),ma(cat))",,Srm
13254,Activity,,,dopaminergic synapse,,"act(a(GO:""dopaminergic synapse""))",,
13255,Activity,,10116.0,,,"act(p(RGD:""Cyld""))",,Cyld
13256,Activity,,9606.0,,,"act(p(HGNC:""ARHGEF2""))",,ARHGEF2
13257,Activity,,10090.0,,,"act(p(MGI:""Cnr1""))",,Cnr1
13258,Activity,,9606.0,,,"act(complex(composite(p(HGNC:""FZD1""),p(HGNC:""FZD10""),p(HGNC:""FZD2""),p(HGNC:""FZD3""),p(HGNC:""FZD4""),p(HGNC:""FZD5""),p(HGNC:""FZD6""),p(HGNC:""FZD7""),p(HGNC:""FZD8""),p(HGNC:""FZD9"")),composite(p(HGNC:""LRP5""),p(HGNC:""LRP6""))))",,FZD1;FZD3;FZD2;FZD5;FZD4;FZD7;FZD6;FZD9;LRP5;FZD8;FZD10;LRP6
13259,Activity,,10090.0,,,"act(complex(p(MGI:""Ripk1""),p(MGI:""Tradd""),composite(p(MGI:""Traf2""),p(MGI:""Traf5""))))",,Tradd;Traf5;Traf2;Ripk1
13260,Activity,,9606.0,,,"act(p(HGNC:""ESR1""))",,ESR1
13261,Activity,,9606.0,,,"act(p(HGNC:""MOK""))",,MOK
13262,Activity,,10116.0,,,"act(complex(p(RGD:""Itga2b""),p(RGD:""Itgb3"")))",,Itga2b;Itgb3
13263,Activity,,9606.0,,,"act(p(HGNC:""CHRNA7"",loc(MESH:""Oocytes"")))",,CHRNA7
13264,Activity,,10090.0,,,"act(p(MGI:""P2ry12""))",,P2ry12
13265,Activity,,9606.0,,cat,"act(p(HGNC:""GMPS""),ma(cat))",,GMPS
13266,Activity,,10116.0,,cat,"act(p(RGD:""Adprm""),ma(cat))",,Adprm
13267,Activity,,9606.0,,,"act(complex(p(HGNC:""IKBKE""),p(HGNC:""IKBKG""),p(HGNC:""TBK1"")))",,TBK1;IKBKG;IKBKE
13268,Activity,,9606.0,,kin,"act(p(HGNC:""TAOK2""),ma(kin))",,TAOK2
13269,Activity,,10090.0,,,"act(p(MGI:""Irak4""))",,Irak4
13270,Activity,GO,9606.0,acetyltransferase activity,,"act(p(HGNC:""MAPT""),ma(GO:""acetyltransferase activity""))",acetyltransferase activity,MAPT
13271,Activity,,10116.0,,,"act(p(RGD:""Mlst8""))",,Mlst8
13272,Activity,,7227.0,,cat,"act(p(FLYBASE:""CG7985""),ma(cat))",,CG7985
13273,Activity,,10090.0,,,"act(p(MGI:""Plin1""))",,Plin1
13274,Activity,,9606.0,,cat,"act(p(HGNC:""ADI1""),ma(cat))",,ADI1
13275,Activity,,10090.0,,,"act(p(MGI:""Mmp2""))",,Mmp2
13276,Activity,,7227.0,,,"act(p(FLYBASE:""Tspo""))",,Tspo
13277,Activity,,,,tscript,"act(p(SFAM:""CREB Family""),ma(tscript))",,CREB Family
13278,Activity,,10116.0,,,"act(p(RGD:""Jun""))",,Jun
13279,Activity,,,Macrophages,,"act(a(MESH:""Macrophages""))",,
13280,Activity,,10116.0,,cat,"act(p(RGD:""Glb1""),ma(cat))",,Glb1
13281,Activity,,7227.0,,,"act(p(FLYBASE:""Pop2""))",,Pop2
13282,Activity,,10116.0,,,"act(p(RGD:""Gpc3""))",,Gpc3
13283,Activity,,7227.0,,,"act(p(FLYBASE:""Sirt1""))",,Sirt1
13284,Activity,,9606.0,,cat,"act(p(HGNC:""COQ5""),ma(cat))",,COQ5
13285,Activity,,9606.0,,,"act(p(HGNC:""EGLN1""))",,EGLN1
13286,Activity,,10090.0,,,"act(p(MGI:""Foxo4""))",,Foxo4
13287,Activity,,9606.0,,,"act(p(HGNC:""MAP2K6""))",,MAP2K6
13288,Activity,,10090.0,,cat,"act(p(MGI:""Icmt""),ma(cat))",,Icmt
13289,Activity,,9606.0,,,"act(p(HGNC:""CAV1""))",,CAV1
13290,Activity,,10090.0,,,"act(complex(p(MGI:""Bcl2""),p(MGI:""Bcl2l1"")))",,Bcl2;Bcl2l1
13291,Activity,,9606.0,,,"act(p(HGNC:""PPP1R15A""))",,PPP1R15A
13292,Activity,,9606.0,,,"act(p(HGNC:""BAD""))",,BAD
13293,Activity,,9606.0,,,"act(p(HGNC:""AMBRA1""))",,AMBRA1
13294,Activity,,10116.0,,cat,"act(p(RGD:""Hadha""),ma(cat))",,Hadha
13295,Activity,,9606.0,,,"act(complex(p(HGNC:""ACVR1""),p(HGNC:""ACVR2B"")))",,ACVR1;ACVR2B
13296,Activity,,10116.0,,,"act(complex(p(RGD:""Tab2""),composite(p(RGD:""LOC100910771""),p(RGD:""Map3k7""))))",,LOC100910771;Tab2;Map3k7
13297,Activity,,,potassium(1+),,"act(a(CHEBI:""potassium(1+)""))",,
13298,Activity,,9606.0,,,"act(p(HGNC:""YWHAZ""))",,YWHAZ
13299,Activity,,10116.0,,,"act(complex(p(RGD:""Il18r1""),p(RGD:""Il18rap"")))",,Il18r1;Il18rap
13300,Activity,,10116.0,,,"act(p(RGD:""Arhgef6""))",,Arhgef6
13301,Activity,,7227.0,,cat,"act(p(FLYBASE:""UGP""),ma(cat))",,UGP
13302,Activity,,10116.0,,cat,"act(p(RGD:""Alg10""),ma(cat))",,Alg10
13303,Activity,,7227.0,,,"act(p(FLYBASE:""ds""))",,ds
13304,Activity,,10090.0,,cat,"act(p(MGI:""St6galnac3""),ma(cat))",,St6galnac3
13305,Activity,,7227.0,,cat,"act(p(FLYBASE:""CG3999""),ma(cat))",,CG3999
13306,Activity,,9606.0,,,"act(p(HGNC:""ADD3""))",,ADD3
13307,Activity,,10090.0,,,"act(complex(p(MGI:""Cdk1""),composite(p(MGI:""Ccnb1""),p(MGI:""Ccnb2""),p(MGI:""Ccnb3""))))",,Ccnb2;Ccnb3;Ccnb1;Cdk1
13308,Activity,,9606.0,,,"act(p(HGNC:""AHSA1""))",,AHSA1
13309,Activity,,10116.0,,,"act(p(RGD:""Prex1""))",,Prex1
13310,Activity,,9606.0,,,"act(p(HGNC:""CCR5""))",,CCR5
13311,Activity,,10090.0,,,"act(p(MGI:""Gpx4""))",,Gpx4
13312,Activity,,9606.0,,,"act(p(HGNC:""TP63""))",,TP63
13313,Activity,,,,,"act(p(SCOMP:""FcR Gamma Chain Complex""))",,FcR Gamma Chain Complex
13314,Activity,,10116.0,,,"act(p(RGD:""Cd40""))",,Cd40
13315,Activity,,9606.0,,,"act(p(HGNC:""PYCARD""))",,PYCARD
13316,Activity,,10116.0,,cat,"act(p(RGD:""Fpgs""),ma(cat))",,Fpgs
13317,Activity,,9606.0,,cat,"act(p(HGNC:""GCK""),ma(cat))",,GCK
13318,Activity,,10116.0,,,"act(complex(p(RGD:""Egfr""),p(RGD:""Egfr"")))",,Egfr
13319,Activity,,7227.0,,,"act(complex(p(FLYBASE:""CG2023""),p(FLYBASE:""Syx18""),p(FLYBASE:""Use1"")))",,Use1;Syx18;CG2023
13320,Activity,,10090.0,,cat,"act(p(MGI:""Isyna1""),ma(cat))",,Isyna1
13321,Activity,,9606.0,,,"act(p(HGNC:""NRP1""))",,NRP1
13322,Activity,,,,,"act(p(SFAM:""ADRB Family""))",,ADRB Family
13323,Activity,,10116.0,,,"act(p(RGD:""Orai1""))",,Orai1
13324,Activity,,9606.0,,,"act(p(HGNC:""BTK""))",,BTK
13325,Activity,,10116.0,,cat,"act(p(RGD:""Cpt2""),ma(cat))",,Cpt2
13326,Activity,,9606.0,,,"act(p(HGNC:""CXCR2""))",,CXCR2
13327,Activity,,10090.0,,,"act(p(MGI:""Igsf11""))",,Igsf11
13328,Activity,,9606.0,,,"act(p(HGNC:""ZEB1""))",,ZEB1
13329,Activity,,9606.0,,,"act(p(HGNC:""CDC42""))",,CDC42
13330,Activity,,9606.0,,,"act(p(HGNC:""FCGR1A""))",,FCGR1A
13331,Activity,,10116.0,,,"act(complex(p(RGD:""Jak2""),p(RGD:""Tyk2""),composite(p(RGD:""Il12rb1""),p(RGD:""Il23r""))))",,Il12rb1;Tyk2;Il23r;Jak2
13332,Activity,,9606.0,,,"act(p(HGNC:""CDKN2A""))",,CDKN2A
13333,Activity,,10090.0,,,"act(p(MGI:""Ngfr""))",,Ngfr
13334,Activity,,9606.0,,,"act(p(HGNC:""ACACA""))",,ACACA
13335,Activity,,10090.0,,,"act(p(MGI:""Rgs14""))",,Rgs14
13336,Activity,,10116.0,,,"act(p(RGD:""Raf1""))",,Raf1
13337,Activity,,9606.0,,kin,"act(p(HGNC:""RPS6KB1""),ma(kin))",,RPS6KB1
13338,Activity,,10090.0,,,"act(p(MGI:""Irs1""))",,Irs1
13339,Activity,,10116.0,,,"act(p(RGD:""Camkk2""))",,Camkk2
13340,Activity,,9606.0,,,"act(p(HGNC:""ATG13""))",,ATG13
13341,Activity,,10116.0,,,"act(p(RGD:""Atf6""))",,Atf6
13342,Activity,,9606.0,,,"act(p(HGNC:""PLAU""))",,PLAU
13343,Activity,,9606.0,,,"act(p(HGNC:""MFF""))",,MFF
13344,Activity,,10090.0,,,"act(complex(p(MGI:""Itga8""),p(MGI:""Itgb1"")))",,Itgb1;Itga8
13345,Activity,,9606.0,,cat,"act(p(HGNC:""SCLY""),ma(cat))",,SCLY
13346,Activity,,10116.0,,cat,"act(p(RGD:""Hmbs""),ma(cat))",,Hmbs
13347,Activity,,9606.0,,cat,"act(p(HGNC:""IDUA""),ma(cat))",,IDUA
13348,Activity,,10090.0,,,"act(p(MGI:""Ptger3""))",,Ptger3
13349,Activity,,9606.0,,,"act(p(HGNC:""CFLAR""))",,CFLAR
13350,Activity,,9606.0,,,"act(p(HGNC:""PRKCD""))",,PRKCD
13351,Activity,,10116.0,,,"act(p(RGD:""Pparg""))",,Pparg
13352,Activity,,10116.0,,,"act(p(RGD:""Cald1""))",,Cald1
13353,Activity,,9606.0,,,"act(p(HGNC:""RPTOR""))",,RPTOR
13354,Activity,,10116.0,,,"act(p(RGD:""Cd74""))",,Cd74
13355,Activity,,9606.0,,,"act(p(HGNC:""RNF152""))",,RNF152
13356,Activity,,9606.0,,,"act(p(HGNC:""CASP3""))",,CASP3
13357,Activity,,10116.0,,,"act(p(RGD:""Stk3""))",,Stk3
13358,Activity,,10090.0,,,"act(p(MGI:""Fasn""))",,Fasn
13359,Activity,,9606.0,,cat,"act(p(HGNC:""PIGL""),ma(cat))",,PIGL
13360,Activity,,10090.0,,,"act(p(MGI:""Rasa1""))",,Rasa1
13361,Activity,,9606.0,,,"act(complex(p(HGNC:""TLR2""),composite(p(HGNC:""TLR1""),p(HGNC:""TLR6""))))",,TLR1;TLR6;TLR2
13362,Activity,,10116.0,,cat,"act(p(RGD:""Cyp24a1""),ma(cat))",,Cyp24a1
13363,Activity,,10116.0,,,"act(p(RGD:""C3ar1""))",,C3ar1
13364,Activity,,9606.0,,,"act(p(HGNC:""BAX""))",,BAX
13365,Activity,,10116.0,,,"act(p(RGD:""Mylip""))",,Mylip
13366,Activity,,9606.0,,,"act(p(HGNC:""MCOLN1"",loc(MESH:""Lysosomes"")))",,MCOLN1
13367,Activity,,10090.0,,,"act(complex(p(MGI:""Brk1""),p(MGI:""Wasf1"")))",,Wasf1;Brk1
13368,Activity,,7227.0,,cat,"act(p(FLYBASE:""Csas""),ma(cat))",,Csas
13369,Activity,,10116.0,,,"act(p(RGD:""Robo2""))",,Robo2
13370,Activity,,9606.0,,cat,"act(p(HGNC:""B3GALT1""),ma(cat))",,B3GALT1
13371,Activity,MESHPP,9606.0,Immunoreceptor Tyrosine-Based Inhibition Motif,,"act(p(HGNC:""SIGLEC8""),ma(MESHPP:""Immunoreceptor Tyrosine-Based Inhibition Motif""))",Immunoreceptor Tyrosine-Based Inhibition Motif,SIGLEC8
13372,Activity,,10116.0,,,"act(p(RGD:""Uts2r""))",,Uts2r
13373,Activity,,10090.0,,,"act(complex(p(MGI:""avian reticuloendotheliosis viral (v-rel) oncogene related B""),p(MGI:""nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105"")))",,"avian reticuloendotheliosis viral (v-rel) oncogene related B;nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105"
13374,Activity,,10090.0,,cat,"act(p(MGI:""Aoc1""),ma(cat))",,Aoc1
13375,Activity,,7227.0,,,"act(p(FLYBASE:""InR""))",,InR
13376,Activity,,10116.0,,,"act(p(RGD:""Stat2""))",,Stat2
13377,Activity,,9606.0,,,"act(p(HGNC:""NCF1""))",,NCF1
13378,Activity,,10116.0,,cat,"act(p(RGD:""Tm7sf2""),ma(cat))",,Tm7sf2
13379,Activity,,10090.0,,,"act(p(MGI:""Jun""))",,Jun
13380,Activity,,9606.0,,kin,"act(p(HGNC:""PPP2CB""),ma(kin))",,PPP2CB
13381,Activity,,10090.0,,,"act(p(MGI:""Tnfrsf10b""))",,Tnfrsf10b
13382,Activity,,9606.0,,,"act(p(HGNC:""CD28""))",,CD28
13383,Activity,,10090.0,,,"act(p(MGI:""Itpr1""))",,Itpr1
13384,Activity,,9606.0,,,"act(p(HGNC:""TRADD""))",,TRADD
13385,Activity,,10116.0,,cat,"act(p(RGD:""Pigx""),ma(cat))",,Pigx
13386,Activity,,9606.0,,,"act(p(HGNC:""MRGPRD""))",,MRGPRD
13387,Activity,,9606.0,,kin,"act(complex(p(HGNC:""IKBKE""),p(HGNC:""TBK1"")),ma(kin))",,TBK1;IKBKE
13388,Activity,,9606.0,,,"act(p(HGNC:""LAMP2""))",,LAMP2
13389,Activity,,10116.0,,,"act(complex(composite(p(RGD:""Calm1""),p(RGD:""Calm2""),p(RGD:""Calm3""),p(RGD:""Calml3""),p(RGD:""Calml4""),p(RGD:""Calml5"")),composite(p(RGD:""Phka1""),p(RGD:""Phka2""),p(RGD:""Phkb""),p(RGD:""Phkg1""),p(RGD:""Phkg2""))))",,Phkg1;Calml5;Phkg2;Calml3;Calm3;Calml4;Phkb;Phka1;Phka2;Calm2;Calm1
13390,Activity,,9606.0,,,"act(p(HGNC:""BAK1""))",,BAK1
13391,Activity,,10090.0,,,"act(complex(p(MGI:""Bmpr1b""),p(MGI:""Bmpr2"")))",,Bmpr2;Bmpr1b
13392,Activity,,9606.0,,cat,"act(p(HGNC:""NSDHL""),ma(cat))",,NSDHL
13393,Activity,,10090.0,,cat,"act(p(MGI:""Hsd17b10""),ma(cat))",,Hsd17b10
13394,Activity,,10116.0,,,"act(p(RGD:""Nfkbia""))",,Nfkbia
13395,Activity,,9606.0,,tport,"act(p(HGNC:""LRP1""),ma(tport))",,LRP1
13396,Activity,,10090.0,,cat,"act(p(MGI:""Atic""),ma(cat))",,Atic
13397,Activity,,9606.0,,,"act(p(HGNC:""SCTR""))",,SCTR
13398,Activity,,10090.0,,cat,"act(p(MGI:""Uros""),ma(cat))",,Uros
13399,Activity,,7227.0,,cat,"act(p(FLYBASE:""Pect""),ma(cat))",,Pect
13400,Activity,,10090.0,,,"act(p(MGI:""Sh2d1b1""))",,Sh2d1b1
13401,Activity,,9606.0,,,"act(complex(p(HGNC:""CHUK""),p(HGNC:""IKBKB"")))",,IKBKB;CHUK
13402,Activity,,10116.0,,cat,"act(p(RGD:""Mgll""),ma(cat))",,Mgll
13403,Activity,,9606.0,,,"act(p(HGNC:""TPK1""))",,TPK1
13404,Activity,,10116.0,,,"act(p(RGD:""Ilk""))",,Ilk
13405,Activity,,9606.0,,cat,"act(p(HGNC:""AGXT""),ma(cat))",,AGXT
13406,Activity,,10116.0,,,"act(complex(p(RGD:""Atf1""),composite(p(RGD:""Atf2""),p(RGD:""Atf4""),p(RGD:""Atf6b""),p(RGD:""Creb1""),p(RGD:""Creb3l1""),p(RGD:""Creb3l2""),p(RGD:""Creb3l3""),p(RGD:""Creb3l4""),p(RGD:""Creb5""))))",,Atf2;Creb1;Atf1;Atf6b;Creb3l3;Creb3l4;Creb3l1;Creb3l2;Creb5;Atf4
13407,Activity,,7227.0,,cat,"act(p(FLYBASE:""gny""),ma(cat))",,gny
13408,Activity,,10090.0,,cat,"act(p(MGI:""Hddc3""),ma(cat))",,Hddc3
13409,Activity,,10116.0,,cat,"act(p(RGD:""Cyp2e1""),ma(cat))",,Cyp2e1
13410,Activity,,9606.0,,,"act(p(HGNC:""PRKACB""))",,PRKACB
13411,Activity,,10116.0,,,"act(p(RGD:""Sh2d2a""))",,Sh2d2a
13412,Activity,,7227.0,,cat,"act(p(FLYBASE:""CG18155""),ma(cat))",,CG18155
13413,Activity,,10116.0,,cat,"act(p(RGD:""Ftcd""),ma(cat))",,Ftcd
13414,Activity,,,prostaglandin G2,,"act(a(CHEBI:""prostaglandin G2""))",,
13415,Activity,,10090.0,,cat,"act(p(MGI:""Adpgk""),ma(cat))",,Adpgk
13416,Activity,,9606.0,,,"act(p(HGNC:""MAPK8""))",,MAPK8
13417,Activity,,10090.0,,cat,"act(p(MGI:""Sult2b1""),ma(cat))",,Sult2b1
13418,Activity,,,,,"act(p(FPLX:""Caspase""))",,Caspase
13419,Activity,,10116.0,,cat,"act(p(RGD:""Gmds""),ma(cat))",,Gmds
13420,Activity,,9606.0,,cat,"act(p(HGNC:""TPK1""),ma(cat))",,TPK1
13421,Activity,,10090.0,,cat,"act(p(MGI:""Mgat2""),ma(cat))",,Mgat2
13422,Activity,,9606.0,,,"act(complex(p(HGNC:""SKP2""),composite(p(HGNC:""CUL1""),p(HGNC:""RBX1""),p(HGNC:""SKP1""))))",,CUL1;SKP2;RBX1;SKP1
13423,Activity,,10090.0,,,"act(complex(p(MGI:""Cyba""),p(MGI:""Ncf1""),p(MGI:""Ncf2""),p(MGI:""Nox1""),composite(p(MGI:""Rac1""),p(MGI:""Rac2""),p(MGI:""Rac3""))))",,Ncf1;Cyba;Ncf2;Rac2;Rac3;Rac1;Nox1
13424,Activity,,10116.0,,,"act(p(RGD:""Erbb2""))",,Erbb2
13425,Activity,,9606.0,,tscript,"act(p(HGNC:""STAT3""),ma(tscript))",,STAT3
13426,Activity,,10116.0,,cat,"act(p(RGD:""St8sia1""),ma(cat))",,St8sia1
13427,Activity,,9606.0,,,"act(p(HGNC:""TBK1""))",,TBK1
13428,Activity,,10116.0,,cat,"act(p(RGD:""Tdo2""),ma(cat))",,Tdo2
13429,Activity,,9606.0,,,"act(p(HGNC:""MSN""))",,MSN
13430,Activity,,10116.0,,cat,"act(p(RGD:""Uprt""),ma(cat))",,Uprt
13431,Activity,,9606.0,,kin,"act(p(HGNC:""FYN""),ma(kin))",,FYN
13432,Activity,,10090.0,,cat,"act(p(MGI:""Hsd11b1""),ma(cat))",,Hsd11b1
13433,Activity,,9606.0,,,"act(p(HGNC:""XDH""))",,XDH
13434,Activity,,10116.0,,,"act(p(RGD:""Map2k2""))",,Map2k2
13435,Activity,,9606.0,,,"act(p(HGNC:""RHOQ""))",,RHOQ
13436,Activity,,10116.0,,,"act(p(RGD:""Bnip3""))",,Bnip3
13437,Activity,,7227.0,,,"act(p(FLYBASE:""key""))",,key
13438,Activity,,10116.0,,,"act(p(RGD:""Calcoco2""))",,Calcoco2
13439,Activity,,10116.0,,,"act(p(RGD:""Myc""))",,Myc
13440,Activity,,10090.0,,,"act(p(MGI:""Crh""))",,Crh
13441,Activity,,10090.0,,,"act(p(MGI:""Creb1""))",,Creb1
13442,Activity,,7227.0,,,"act(p(FLYBASE:""PTP-ER""))",,PTP-ER
13443,Activity,,10116.0,,,"act(p(RGD:""Ntrk2""))",,Ntrk2
13444,Activity,,9606.0,,,"act(p(HGNC:""TNFSF11""))",,TNFSF11
13445,Activity,,10090.0,,,"act(p(MGI:""Cd40lg""))",,Cd40lg
13446,Activity,,7227.0,,,"act(p(FLYBASE:""Dark""))",,Dark
13447,Activity,,,,,"act(p(GFAM:""Glutamate ionotropic receptor NMDA type subunits""))",,Glutamate ionotropic receptor NMDA type subunits
13448,Activity,,,,,"act(p(KEGG:""mmu:641025""))",,mmu:641025
13449,Activity,,10090.0,,cat,"act(p(MGI:""Ugp2""),ma(cat))",,Ugp2
13450,Activity,,9606.0,,,"act(p(HGNC:""PLCB2""))",,PLCB2
13451,Activity,,10090.0,,,"act(p(MGI:""Eif4b""))",,Eif4b
13452,Activity,,9606.0,,cat,"act(p(HGNC:""ZMPSTE24""),ma(cat))",,ZMPSTE24
13453,Activity,,10090.0,,,"act(p(MGI:""Pim1""))",,Pim1
13454,Activity,,10116.0,,,"act(p(RGD:""Ezh2""))",,Ezh2
13455,Activity,,,synapse,,"act(a(GO:""synapse""))",,
13456,Activity,,10090.0,,,"act(p(MGI:""Tgfb1""))",,Tgfb1
13457,Activity,,7227.0,,,"act(p(FLYBASE:""Egfr""))",,Egfr
13458,Activity,,10090.0,,,"act(p(MGI:""Pgr""))",,Pgr
13459,Activity,,9606.0,,,"act(complex(composite(p(HGNC:""IL6R""),p(HGNC:""IL6ST"")),composite(p(HGNC:""JAK1""),p(HGNC:""JAK2""))))",,IL6ST;JAK2;IL6R;JAK1
13460,Activity,,10116.0,,,"act(complex(p(RGD:""Ripk1""),p(RGD:""Tradd""),p(RGD:""Traf5"")))",,Tradd;Traf5;Ripk1
13461,Activity,,9606.0,,cat,"act(p(HGNC:""IPMK""),ma(cat))",,IPMK
13462,Activity,,9606.0,,,"act(p(HGNC:""DKK1""))",,DKK1
13463,Activity,,10116.0,,,"act(p(RGD:""Atr""))",,Atr
13464,Activity,,9606.0,,,"act(p(HGNC:""PTK2""))",,PTK2
13465,Activity,,10116.0,,cat,"act(p(RGD:""Pgls""),ma(cat))",,Pgls
13466,Activity,,,prostaglandin E2,,"act(a(CHEBI:""prostaglandin E2""))",,
13467,Activity,,10090.0,,,"act(p(MGI:""Nsmaf""))",,Nsmaf
13468,Activity,,9606.0,,,"act(complex(p(HGNC:""IKBKG""),composite(p(HGNC:""CHUK""),p(HGNC:""IKBKB""))))",,IKBKB;CHUK;IKBKG
13469,Activity,,10116.0,,,"act(complex(p(RGD:""Sav1""),p(RGD:""Stk3"")))",,Sav1;Stk3
13470,Activity,,10090.0,,cat,"act(p(MGI:""Dbt""),ma(cat))",,Dbt
13471,Activity,,9606.0,,,"act(p(HGNC:""DHCR7""))",,DHCR7
13472,Activity,,10090.0,,,"act(p(MGI:""Patj""))",,Patj
13473,Activity,,7227.0,,,"act(p(FLYBASE:""Src42A""))",,Src42A
13474,Activity,,10116.0,,,"act(p(RGD:""F2r""))",,F2r
13475,Activity,,7227.0,,cat,"act(p(FLYBASE:""G6P""),ma(cat))",,G6P
13476,Activity,,10090.0,,,"act(complex(composite(p(MGI:""Masp1""),p(MGI:""Masp2"")),composite(p(MGI:""Mbl1""),p(MGI:""Mbl2""))))",,Masp1;Masp2;Mbl1;Mbl2
13477,Activity,,9606.0,,,"act(p(HGNC:""C2""))",,C2
13478,Activity,,9606.0,,kin,"act(p(HGNC:""GSK3B""),ma(kin))",,GSK3B
13479,Activity,,10090.0,,,"act(p(MGI:""Rassf1""))",,Rassf1
13480,Activity,,,Affinity Labels,,"act(a(MESH:""Affinity Labels""))",,
13481,Activity,,10116.0,,cat,"act(p(RGD:""Amdhd2""),ma(cat))",,Amdhd2
13482,Activity,,9606.0,,,"act(complex(p(HGNC:""CDC20""),composite(p(HGNC:""ANAPC1""),p(HGNC:""ANAPC10""),p(HGNC:""ANAPC11""),p(HGNC:""ANAPC13""),p(HGNC:""ANAPC2""),p(HGNC:""ANAPC4""),p(HGNC:""ANAPC5""),p(HGNC:""ANAPC7""),p(HGNC:""CDC16""),p(HGNC:""CDC23""),p(HGNC:""CDC26""),p(HGNC:""CDC27""))))",,ANAPC13;ANAPC7;ANAPC10;ANAPC11;CDC20;CDC23;CDC26;CDC16;CDC27;ANAPC4;ANAPC5;ANAPC1;ANAPC2
13483,Activity,,10116.0,,,"act(p(RGD:""Ptprf""))",,Ptprf
